title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,meeting_time,meeting_place,status,last_verified
DAV Chapter 47 - O Neal-Kunkle #47,dav-chapter-47-tx,local,Chapter 47,dav,DAV,world-war-1,World War I,TX,texas,Howard County,howard-county,tx_48227,2204 Runnels St,Big Spring,79720,,,false,760-685-7716,,http://www.davmembersportal.org/chapters/TX/47,,,,,,47,"Third, Monday, 6:30PM","2204 Runnels St, Big Spring, TX 79720",,
DAV Chapter 57 - Big D #57,dav-chapter-57-tx,local,Chapter 57,dav,DAV,world-war-1,World War I,TX,texas,Dallas County,dallas-county,tx_48113,8630 Thurgood Lane,Dallas,75238,,,false,469-964-8211,,http://www.davmembersportal.org/chapters/TX/57,,,,,,57,"First, Saturday, 1:00PM","8630 Thurgood Lane, Dallas, TX 75238",,
DAV Chapter 58 - Permian Basin #58,dav-chapter-58-tx,local,Chapter 58,dav,DAV,world-war-1,World War I,TX,texas,Ector County,ector-county,tx_48135,208 East VFW Lane,Odessa,79762,29.2152606,-96.02612649999999,true,432-661-0720,,http://www.davmembersportal.org/chapters/TX/58,,,,,,58,"Third, Saturday, 11:00AM","208 East VFW Lane, Odessa, TX 79762",,
DAV Chapter 61 - Doug Herrle #61,dav-chapter-61-tx,local,Chapter 61,dav,DAV,world-war-1,World War I,TX,texas,Guadalupe County,guadalupe-county,tx_48187,425 N Vaughan Ave,Seguin,78155,,,false,830-379-3299,,http://www.davmembersportal.org/chapters/TX/61,,,,,,61,"Second, Tuesday, 7:00PM","425 N Vaughan Ave, Seguin, TX 78155",,
DAV Chapter 63 - J W Cantrell #63,dav-chapter-63-tx,local,Chapter 63,dav,DAV,world-war-1,World War I,TX,texas,Anderson County,anderson-county,tx_48001,927 Gardner Dr,Palestine,75802,,,false,903-948-2487,,http://www.davmembersportal.org/chapters/TX/63,,,,,,63,"First, Tuesday, 6:00PM","927 Gardner Dr, Palestine, TX 75802",,
DAV Chapter 70 - Decatur #70,dav-chapter-70-tx,local,Chapter 70,dav,DAV,world-war-1,World War I,TX,texas,Wise County,wise-county,tx_48497,2801 B. Hwy 51 S (DAV Chapter Building),Decatur,76234,33.2342834,-97.5861393,true,940-393-6827,,http://www.davmembersportal.org/chapters/TX/70,,,,,,70,"Second, Thursday, 7:00PM","2801 B. Hwy 51 S (DAV Chapter Building), Decatur, TX 76234",,
DAV Chapter 74 - Gatesville #74,dav-chapter-74-tx,local,Chapter 74,dav,DAV,world-war-1,World War I,TX,texas,Lampasas County,lampasas-county,tx_48281,528 State School Rd,Gatesville,76528,31.4582301,-97.743641,true,254-220-9755,,http://www.davmembersportal.org/chapters/TX/74,,,,,,74,"First, Saturday, 12:00PM","528 State School Rd, Gatesville, TX 76528",,
DAV Chapter 76 - Webb County #76,dav-chapter-76-tx,local,Chapter 76,dav,DAV,world-war-1,World War I,TX,texas,Webb County,webb-county,tx_48479,2000 San Francisco Ave,Laredo,78041,27.5662945,-99.4719138,true,956-267-0972,,http://www.davmembersportal.org/chapters/TX/76,,,,,,76,"1st Tuesday, 6:00 PM","2000 San Francisco Ave, Laredo, TX 78041",defunct,2026-04-29
DAV Chapter 78 - Montgomery County #78,dav-chapter-78-tx,local,Chapter 78,dav,DAV,world-war-1,World War I,TX,texas,,,tx_unknown,1202 Candy Cane Ln,Conroe,77301,,,false,936-522-3950,,http://www.davmembersportal.org/chapters/TX/78,,,,,,78,"Second, Thursday, 7:00PM","1202 Candy Cane Ln, Conroe, TX 77301",,
DAV Chapter 81 - Hunt County #81,dav-chapter-81-tx,local,Chapter 81,dav,DAV,world-war-1,World War I,TX,texas,Hunt County,hunt-county,tx_48231,2502 Church St,Greenville,75401,,,false,207-607-2724,,http://www.davmembersportal.org/chapters/TX/81,,,,,,81,"Second, Monday, 7:00PM","2502 Church St, Greenville, TX 75401",,
DAV Chapter 83 - Nacogdoches Mem #83,dav-chapter-83-tx,local,Chapter 83,dav,DAV,world-war-1,World War I,TX,texas,Nacogdoches County,nacogdoches-county,tx_48347,3110 Appleby Sand Rd,Nacogdoches,75963,31.629969,-94.6295312,true,936-569-0580,,http://www.davmembersportal.org/chapters/TX/83,,,,,,83,"First, Tuesday, 6:00PM","3110 Appleby Sand Rd, Nacogdoches, TX 75963",,
DAV Chapter 86 - Burleson County #86,dav-chapter-86-tx,local,Chapter 86,dav,DAV,world-war-1,World War I,TX,texas,Burleson County,burleson-county,tx_48051,300 St Thomas St,Caldwell,77836,30.528114,-96.6947081,true,979-272-3176,,http://www.davmembersportal.org/chapters/TX/86,,,,,,86,"Third, Thursday, 6:30PM","300 St Thomas St, Caldwell, TX 77836",,
DAV Chapter 89 - Paris #89,dav-chapter-89-tx,local,Chapter 89,dav,DAV,world-war-1,World War I,TX,texas,Lamar County,lamar-county,tx_48277,3730 FM 195,Paris,75462,33.6616459,-95.4616799,true,903-227-7941,,http://www.davmembersportal.org/chapters/TX/89,,,,,,89,"Second, Saturday, 9:00AM","3730 FM 195, Paris, TX 75462",,
DAV Chapter 95 - Raul F Lopez #95,dav-chapter-95-tx,local,Chapter 95,dav,DAV,world-war-1,World War I,TX,texas,Hidalgo County,hidalgo-county,tx_48215,1921 N 25th St,McAllen,78501,,,false,956-222-0924,,http://www.davmembersportal.org/chapters/TX/95,,,,,,95,"Third, Wednesday, 6:00PM","1921 N 25th St, McAllen, TX 78501",,
DAV Chapter 106 - Denton Mem #106,dav-chapter-106-tx,local,Chapter 106,dav,DAV,world-war-1,World War I,TX,texas,Denton County,denton-county,tx_48121,909 Sunset St,Denton,76201,33.2294044,-97.14141839999999,true,972-415-4517,,http://www.davmembersportal.org/chapters/TX/106,,,,,,106,"First, Monday, 7:00PM","909 Sunset St, Denton, TX 76201",,
DAV Chapter 114 - Kel-Lac #114,dav-chapter-114-tx,local,Chapter 114,dav,DAV,world-war-1,World War I,TX,texas,Medina County,medina-county,tx_48325,735 Cedarhurst Dr,San Antonio,78227,29.5556792,-98.682463,true,210-673-7923,,http://www.davmembersportal.org/chapters/TX/114,,,,,,114,"Fourth, Wednesday, 1:30PM","735 Cedarhurst Dr, San Antonio, TX 78227",,
DAV Chapter 121 - Wm Bill Johnson #121,dav-chapter-121-tx,local,Chapter 121,dav,DAV,world-war-1,World War I,TX,texas,,,tx_unknown,951 N Oscar Williams Rd,San Benito,78586,,,false,956-521-9661,,http://www.davmembersportal.org/chapters/TX/121,,,,,,121,"First, Tuesday, 6:00PM","951 N Oscar Williams Rd, San Benito, TX 78586",,
DAV Chapter 126 - Baytown #126,dav-chapter-126-tx,local,Chapter 126,dav,DAV,world-war-1,World War I,TX,texas,Harris County,harris-county,tx_48201,8204 N Main,Baytown,77521,29.7885322,-94.9641023,true,281-904-8622,,http://www.davmembersportal.org/chapters/TX/126,,,,,,126,"First, Monday, 6:30PM","8204 N Main, Baytown, TX 77521",,
DAV Chapter 128 - Roy B Hodges #128,dav-chapter-128-tx,local,Chapter 128,dav,DAV,world-war-1,World War I,TX,texas,Bexar County,bexar-county,tx_48029,3310 E Commerce,San Antonio,78220,,,false,210-792-9902,,http://www.davmembersportal.org/chapters/TX/128,,,,,,128,"Fourth, Saturday, 11:00AM","3310 E Commerce, San Antonio, TX 78220",,
DAV Chapter 137 - Garland #137,dav-chapter-137-tx,local,Chapter 137,dav,DAV,world-war-1,World War I,TX,texas,Rockwall County,rockwall-county,tx_48397,7301 Miller Rd,Rowlett,75088,32.891719,-96.5320519,true,972-742-6078,,http://www.davmembersportal.org/chapters/TX/137,,,,,,137,"First, Saturday, 10:00AM","7301 Miller Rd, Rowlett, TX 75088",,
DAV Chapter 139 - Brenham #139,dav-chapter-139-tx,local,Chapter 139,dav,DAV,world-war-1,World War I,TX,texas,Washington County,washington-county,tx_48477,1200 E Tom Green St,Brenham,77833,30.1591243,-96.3844179,true,979-836-2254,,http://www.davmembersportal.org/chapters/TX/139,,,,,,139,"Second, Monday, 7:00PM","1200 E Tom Green St, Brenham, TX 77833",,
DAV Chapter 147 - W R Hold #147,dav-chapter-147-tx,local,Chapter 147,dav,DAV,world-war-1,World War I,TX,texas,Bell County,bell-county,tx_48027,702 East Avenue E,Killeen,76541,,,false,254-781-2031,,http://www.davmembersportal.org/chapters/TX/147,,,,,,147,"Third, Saturday, 11:00AM","702 East Avenue E, Killeen, TX 76541",,
DAV Chapter 150 - Ernest Perales #150,dav-chapter-150-tx,local,Chapter 150,dav,DAV,world-war-1,World War I,TX,texas,Nueces County,nueces-county,tx_48355,4441 Ayers St.,Corpus Christi,78415,27.716299,-97.3547775,true,361-537-8129,,http://www.davmembersportal.org/chapters/TX/150,,,,,,150,"Second, Thursday, 6:30PM","4441 Ayers St., Corpus Christi, TX 78415",,
DAV Chapter 157 - Arlington #157,dav-chapter-157-tx,local,Chapter 157,dav,DAV,world-war-1,World War I,TX,texas,Tarrant County,tarrant-county,tx_48439,"2001 NEW YORK AVE
EAST ARLINGTON POLICE STATION
COMMUNITY ROOM",Arlington,76010,32.6586402,-97.12849070000001,true,817-891-4884,,http://www.davmembersportal.org/chapters/TX/157,,,,,,157,"First, Tuesday, 7:00PM","2001 NEW YORK AVE
EAST ARLINGTON POLICE STATION
COMMUNITY ROOM, Arlington, TX 76010",,
DAV Chapter 169 - Victoria County #169,dav-chapter-169-tx,local,Chapter 169,dav,DAV,world-war-1,World War I,TX,texas,Victoria County,victoria-county,tx_48469,2001 Lova Dr,Victoria,77901,,,false,918-781-3614,,http://www.davmembersportal.org/chapters/TX/169,,,,,,169,"Fourth, Monday, 6:00PM","2001 Lova Dr, Victoria, TX 77901",,
DAV Chapter 187 - Northeast #187,dav-chapter-187-tx,local,Chapter 187,dav,DAV,world-war-1,World War I,TX,texas,El Paso County,el-paso-county,tx_48141,4610 Trans Mountain Rd,El Paso,79924,,,false,915-751-2084,,http://www.davmembersportal.org/chapters/TX/187,,,,,,187,"First, Monday, 11:00AM","4610 Trans Mountain Rd, El Paso, TX 79924",,
DAV Chapter 194 - Memorial Pasadena #194,dav-chapter-194-tx,local,Chapter 194,dav,DAV,world-war-1,World War I,TX,texas,Harris County,harris-county,tx_48201,2221 Preston Ave,Pasadena,77503,29.6657391,-95.1828594,true,713-859-4204,,http://www.davmembersportal.org/chapters/TX/194,,,,,,194,"Third, Tuesday, 6:00PM","2221 Preston Ave, Pasadena, TX 77503",,
DAV Chapter 195 - Gold Star #195,dav-chapter-195-tx,local,Chapter 195,dav,DAV,world-war-1,World War I,TX,texas,Harris County,harris-county,tx_48201,4202 Walnut St,Pearland,77581,29.5592145,-95.2890349,true,318-458-3695,,http://www.davmembersportal.org/chapters/TX/195,,,,,,195,"Second, Thursday, 6:00PM","4202 Walnut St, Pearland, TX 77581",,
DAV Chapter 200 - Bryan-College Station #200,dav-chapter-200-tx,local,Chapter 200,dav,DAV,world-war-1,World War I,TX,texas,Brazos County,brazos-county,tx_48041,304 Mobile Ave,Bryan,77801,,,false,979-324-0257,,http://www.davmembersportal.org/chapters/TX/200,,,,,,200,"Fourth, Tuesday, 7:00PM","304 Mobile Ave, Bryan, TX 77801",,
DAV Chapter 203 - Ms3 R M Santiago Usn #203,dav-chapter-203-tx,local,Chapter 203,dav,DAV,world-war-1,World War I,TX,texas,Nueces County,nueces-county,tx_48355,2502 E Kennedy Ave,Kingsville,78363,,,false,361-522-4044,,http://www.davmembersportal.org/chapters/TX/203,,,,,,203,"3rd Monday, 7:00 PM","2502 E Kennedy Ave, Kingsville, TX 78363",defunct,2026-04-29
DAV Chapter 204 - Upshur County #204,dav-chapter-204-tx,local,Chapter 204,dav,DAV,world-war-1,World War I,TX,texas,Upshur County,upshur-county,tx_48459,1924 US HWY 271,Gilmer,75644,,,false,254-855-2483,,http://www.davmembersportal.org/chapters/TX/204,,,,,,204,"Second, Thursday, 6:30PM","1924 US HWY 271, Gilmer, TX 75644",,
DAV Chapter 219 - Sgt James Allen #219,dav-chapter-219-tx,local,Chapter 219,dav,DAV,world-war-1,World War I,TX,texas,Travis County,travis-county,tx_48453,4401 E Saint Elmo Road,Austin,78744,30.1880635,-97.7656942,true,512-431-4549,,http://www.davmembersportal.org/chapters/TX/219,,,,,,219,"Second, Thursday, 6:30PM","4401 E Saint Elmo Road, Austin, TX 78744",,
DAV Chapter 222 - Wayne L Harland #222,dav-chapter-222-tx,local,Chapter 222,dav,DAV,world-war-1,World War I,TX,texas,Bowie County,bowie-county,tx_48037,1610 W 18th St,Texarkana,75501,33.4340394,-94.0598215,true,903-733-3891,,http://www.davmembersportal.org/chapters/TX/222,,,,,,222,"Fourth, Thursday, 6:30PM","1610 W 18th St, Texarkana, TX 75501",,
DAV Chapter 233 - Fort Bend Cty #233,dav-chapter-233-tx,local,Chapter 233,dav,DAV,world-war-1,World War I,TX,texas,Fort Bend County,fort-bend-county,tx_48157,800 Brooks St,Sugar Land,77478,29.5156906,-95.80868640000001,true,832-567-2384,,http://www.davmembersportal.org/chapters/TX/233,,,,,,233,"Second, Thursday, 7:00PM","800 Brooks St, Sugar Land, TX 77478",,
DAV Chapter 234 - Stephenville #234,dav-chapter-234-tx,local,Chapter 234,dav,DAV,world-war-1,World War I,TX,texas,Erath County,erath-county,tx_48143,Texas Armory Hwy 281,Stephenville,76401,,,false,254-968-2617,,http://www.davmembersportal.org/chapters/TX/234,,,,,,234,"Second, Tuesday, 6:30PM","Texas Armory Hwy 281, Stephenville, TX 76401",,
DAV Chapter 236 - Vidor #236,dav-chapter-236-tx,local,Chapter 236,dav,DAV,world-war-1,World War I,TX,texas,Orange County,orange-county,tx_48361,185 Camp St,Vidor,77670,,,false,409-365-9380,,http://www.davmembersportal.org/chapters/TX/236,,,,,,236,"Second, Monday, 6:00PM","185 Camp St, Vidor, TX 77670",,
DAV Chapter 238 - Granbury Memorial #238,dav-chapter-238-tx,local,Chapter 238,dav,DAV,world-war-1,World War I,TX,texas,,,tx_unknown,959 Charterhouse Circle,Granbury,76048,,,false,682-719-5560,,http://www.davmembersportal.org/chapters/TX/238,,,,,,238,"Second, Monday, 7:00PM","959 Charterhouse Circle, Granbury, TX 76048",,
DAV Chapter 239 - Ladislado Paredes #239,dav-chapter-239-tx,local,Chapter 239,dav,DAV,world-war-1,World War I,TX,texas,,,tx_unknown,1000 N College St,Georgetown,78626,,,false,512-921-1760,,http://www.davmembersportal.org/chapters/TX/239,,,,,,239,"Second, Tuesday, 6:30PM","1000 N College St, Georgetown, TX 78626",,
DAV Chapter 240 - Cedar Hill #240,dav-chapter-240-tx,local,Chapter 240,dav,DAV,world-war-1,World War I,TX,texas,,,tx_unknown,310 E Parkerville Rd,Cedar Hill,75104,,,false,276-546-7247,,http://www.davmembersportal.org/chapters/TX/240,,,,,,240,"Second, Saturday, 10:00AM","310 E Parkerville Rd, Cedar Hill, TX 75104",,
DAV Chapter 246 - Mansfield #246,dav-chapter-246-tx,local,Chapter 246,dav,DAV,world-war-1,World War I,TX,texas,,,tx_unknown,620 S Wisteria Street,Mansfield,76063,,,false,214-831-0298,,http://www.davmembersportal.org/chapters/TX/246,,,,,,246,"Fourth, Thursday, 6:30PM","620 S Wisteria Street, Mansfield, TX 76063",,
DAV Chapter 1 - Wasatch #1,dav-chapter-1-ut,local,Chapter 1,dav,DAV,world-war-1,World War I,UT,utah,Utah County,utah-county,ut_49049,171 West University Parkway,Orem,84058,,,false,801-830-0474,,http://www.davmembersportal.org/chapters/UT/01,,,,,,1,"Second, Thursday, 6:30PM","171 West University Parkway, Orem, UT 84058",,
DAV Chapter 4 - Phil P Ficarra #4,dav-chapter-4-ut,local,Chapter 4,dav,DAV,world-war-1,World War I,UT,utah,Weber County,weber-county,ut_49057,845 W 24th Street,Ogden,84404,,,false,801-458-2058,,http://www.davmembersportal.org/chapters/UT/04,,,,,,4,"Second, Tuesday, 2:00PM","845 W 24th Street, Ogden, UT 84404",,
DAV Chapter 7 - Dixie #7,dav-chapter-7-ut,local,Chapter 7,dav,DAV,world-war-1,World War I,UT,utah,Washington County,washington-county,ut_49053,42 S River Rd,Saint George,84770,37.0965278,-113.5684164,true,801-831-2017,,http://www.davmembersportal.org/chapters/UT/07,,,,,,7,"Second, Saturday, 10:00AM","42 S River Rd, Saint George, UT 84770",,
DAV Chapter 8 - John W Holden #8,dav-chapter-8-ut,local,Chapter 8,dav,DAV,world-war-1,World War I,UT,utah,Salt Lake County,salt-lake-county,ut_49035,665 E Ft Union Blvd,Midvale,84047,,,false,808-430-0560,,http://www.davmembersportal.org/chapters/UT/08,,,,,,8,"Second, Saturday, 9:00AM","665 E Ft Union Blvd, Midvale, UT 84047",,
DAV Chapter 14 - Davis County #14,dav-chapter-14-ut,local,Chapter 14,dav,DAV,world-war-1,World War I,UT,utah,Davis County,davis-county,ut_49011,"Golden Corral Buffet & Grill
1624 N Heritage Park Blvd, Ste 784",Layton,84041,41.0804446,-111.9897568,true,801-540-8932,,http://www.davmembersportal.org/chapters/UT/14,,,,,,14,"Second, Saturday, 9:00AM","Golden Corral Buffet & Grill
1624 N Heritage Park Blvd, Ste 784, Layton, UT 84041",,
DAV Chapter 16 - Carbon #16,dav-chapter-16-ut,local,Chapter 16,dav,DAV,world-war-1,World War I,UT,utah,Emery County,emery-county,ut_49015,57 W Main St,Price,84501,,,false,435-650-8330,,http://www.davmembersportal.org/chapters/UT/16,,,,,,16,"Third, Tuesday, 5:30PM","57 W Main St, Price, UT 84501",,
DAV Chapter 18 - Borgstrom #18,dav-chapter-18-ut,local,Chapter 18,dav,DAV,world-war-1,World War I,UT,utah,Box Elder County,box-elder-county,ut_49003,126 East Forrest St,Brigham City,84302,41.5102589,-112.0132339,true,435-239-0304,,http://www.davmembersportal.org/chapters/UT/18,,,,,,18,"3rd Tuesday, 6:00 PM","126 East Forrest St, Brigham City, UT 84302",defunct,2026-04-29
DAV Chapter 20 - Jordan M Byrd #20,dav-chapter-20-ut,local,Chapter 20,dav,DAV,world-war-1,World War I,UT,utah,Tooele County,tooele-county,ut_49045,47 East Vine St,Tooele,84074,,,false,435-496-0290,,http://www.davmembersportal.org/chapters/UT/20,,,,,,20,"Third, Thursday, 7:00PM","47 East Vine St, Tooele, UT 84074",,
DAV Chapter 2 - Lester S Gordon #2,dav-chapter-2-va,local,Chapter 2,dav,DAV,world-war-1,World War I,VA,virginia,Newport News City,newport-news-city,va_51700,15460 Warwick Blvd,Newport News,23608,37.15333529999999,-76.55406119999999,true,757-262-6364,,http://www.davmembersportal.org/chapters/VA/02,,,,,,2,"Second, Tuesday, 6:00PM","15460 Warwick Blvd, Newport News, VA 23608",,
DAV Chapter 3 - H H Mackenzie #3,dav-chapter-3-va,local,Chapter 3,dav,DAV,world-war-1,World War I,VA,virginia,Salem City,salem-city,va_51775,2381 Roanoke Blvd,Salem,24153,,,false,540-494-3745,,http://www.davmembersportal.org/chapters/VA/03,,,,,,3,"First, Monday, 6:00PM","2381 Roanoke Blvd, Salem, VA 24153",,
DAV Chapter 5 - Suffolk #5,dav-chapter-5-va,local,Chapter 5,dav,DAV,world-war-1,World War I,VA,virginia,Suffolk City,suffolk-city,va_51800,139 S Saratoga St,Suffolk,23434,36.7278916,-76.58536099999999,true,757-334-2526,,http://www.davmembersportal.org/chapters/VA/05,,,,,,5,"Saturday, 1:00PM","139 S Saratoga St, Suffolk, VA 23434",,
DAV Chapter 6 - Murray Rhea Pnsla #6,dav-chapter-6-va,local,Chapter 6,dav,DAV,world-war-1,World War I,VA,virginia,Newport News City,newport-news-city,va_51700,913 Aberdeen Road,Hampton,23666,,,false,757-826-7530,,http://www.davmembersportal.org/chapters/VA/06,,,,,,6,"Third, Thursday, 6:00PM","913 Aberdeen Road, Hampton, VA 23666",,
DAV Chapter 7 - Gen Washington #7,dav-chapter-7-va,local,Chapter 7,dav,DAV,world-war-1,World War I,VA,virginia,Fredericksburg City,fredericksburg-city,va_51630,2701 Princess Anne St,Fredericksburg,22401,38.3183899,-77.47120079999999,true,540-809-4777,,http://www.davmembersportal.org/chapters/VA/07,,,,,,7,"Third, Tuesday, 7:30PM","2701 Princess Anne St, Fredericksburg, VA 22401",,
DAV Chapter 9 - Stonewall Jackson #9,dav-chapter-9-va,local,Chapter 9,dav,DAV,world-war-1,World War I,VA,virginia,Winchester City,winchester-city,va_51840,851 Green Street,Stephens City,22655,,,false,540-692-6015,,http://www.davmembersportal.org/chapters/VA/09,,,,,,9,"First, Tuesday, 6:30PM","851 Green Street, Stephens City, VA 22655",,
DAV Chapter 10 - Arlington Fairfax #10,dav-chapter-10-va,local,Chapter 10,dav,DAV,world-war-1,World War I,VA,virginia,Fairfax County,fairfax-county,va_51059,3939 Oak St,Fairfax,22030,,,false,301-758-2081,,http://www.davmembersportal.org/chapters/VA/10,,,,,,10,"Saturday, 11:00AM","3939 Oak St, Fairfax, VA 22030",,
DAV Chapter 13 - York Co Victory #13,dav-chapter-13-va,local,Chapter 13,dav,DAV,world-war-1,World War I,VA,virginia,York County,york-county,va_51199,1700 George Washington Memorial Hwy Ste E,Yorktown,23693,37.1081722,-76.4553583,true,757-596-0062,,http://www.davmembersportal.org/chapters/VA/13,,,,,,13,"Third, Saturday, 9:00AM","1700 George Washington Memorial Hwy Ste E, Yorktown, VA 23693",,
DAV Chapter 15 - Prince Wm County #15,dav-chapter-15-va,local,Chapter 15,dav,DAV,world-war-1,World War I,VA,virginia,Manassas Park City,manassas-park-city,va_51685,9304 Centreville Rd (VFW- Francis Cannon),Manassas,20110,38.7533456,-77.4685166,true,540-809-0785,,http://www.davmembersportal.org/chapters/VA/15,,,,,,15,"Fourth, Saturday, 11:30AM","9304 Centreville Rd (VFW- Francis Cannon), Manassas, VA 20110",,
DAV Chapter 17 - Kenneth Cox #17,dav-chapter-17-va,local,Chapter 17,dav,DAV,world-war-1,World War I,VA,virginia,Richmond City,richmond-city,va_51760,1708 Commonwealth Ave,Richmond,23230,,,false,804-334-0751,,http://www.davmembersportal.org/chapters/VA/17,,,,,,17,"Third, Tuesday, 6:00PM","1708 Commonwealth Ave, Richmond, VA 23230",,
DAV Chapter 19 - A T Gammon #19,dav-chapter-19-va,local,Chapter 19,dav,DAV,world-war-1,World War I,VA,virginia,Danville City,danville-city,va_51590,135 American Legion Blvd,Danville,24540,,,false,434-250-6859,,http://www.davmembersportal.org/chapters/VA/19,,,,,,19,"First, Monday, 6:30PM","135 American Legion Blvd, Danville, VA 24540",,
DAV Chapter 20 - Virginia Beach #20,dav-chapter-20-va,local,Chapter 20,dav,DAV,world-war-1,World War I,VA,virginia,Virginia Beach City,virginia-beach-city,va_51810,4896 Kempsville Grns Pkwy,Virginia Beach,23462,36.8211621,-76.1495422,true,757-839-1821,,http://www.davmembersportal.org/chapters/VA/20,,,,,,20,"Third, Tuesday, 7:00PM","4896 Kempsville Grns Pkwy, Virginia Beach, VA 23462",,
DAV Chapter 21 - Bernard L Hines #21,dav-chapter-21-va,local,Chapter 21,dav,DAV,world-war-1,World War I,VA,virginia,Norfolk City,norfolk-city,va_51710,1018 W Little Creek Rd,Norfolk,23505,36.9163165,-76.2929386,true,757-423-7100,,http://www.davmembersportal.org/chapters/VA/21,,,,,,21,"Third, Saturday, 10:00AM","1018 W Little Creek Rd, Norfolk, VA 23505",,
DAV Chapter 22 - Portsmouth Fed #22,dav-chapter-22-va,local,Chapter 22,dav,DAV,world-war-1,World War I,VA,virginia,Portsmouth City,portsmouth-city,va_51740,4648 Portsmouth Blvd,Portsmouth,23701,,,false,757-465-7300,,http://www.davmembersportal.org/chapters/VA/22,,,,,,22,"Third, Thursday, 7:00PM","4648 Portsmouth Blvd, Portsmouth, VA 23701",,
DAV Chapter 23 - Carroll County #23,dav-chapter-23-va,local,Chapter 23,dav,DAV,world-war-1,World War I,VA,virginia,Wythe County,wythe-county,va_51197,449 Training Center Rd,Hillsville,24343,,,false,276-236-9500,,http://www.davmembersportal.org/chapters/VA/23,,,,,,23,"First, Monday, 7:00PM","449 Training Center Rd, Hillsville, VA 24343",,
DAV Chapter 24 - Harrisonburg #24,dav-chapter-24-va,local,Chapter 24,dav,DAV,world-war-1,World War I,VA,virginia,Harrisonburg City,harrisonburg-city,va_51660,450 Waterman Dr,Harrisonburg,22802,38.4569213,-78.87994479999999,true,540-810-4143,,http://www.davmembersportal.org/chapters/VA/24,,,,,,24,"Second, Tuesday, 6:30PM","450 Waterman Dr, Harrisonburg, VA 22802",,
DAV Chapter 26 - J Robert Graham #26,dav-chapter-26-va,local,Chapter 26,dav,DAV,world-war-1,World War I,VA,virginia,Chesapeake City,chesapeake-city,va_51550,1012 Crowell Ave,Chesapeake,23324,,,false,757-504-7612,,http://www.davmembersportal.org/chapters/VA/26,,,,,,26,"First Second, Saturday, 2:00PM","1012 Crowell Ave, Chesapeake, VA 23324",,
DAV Chapter 27 - Portsmouth #27,dav-chapter-27-va,local,Chapter 27,dav,DAV,world-war-1,World War I,VA,virginia,Portsmouth City,portsmouth-city,va_51740,3019 Portsmouth Blvd,Portsmouth,23704,,,false,757-484-0882,,http://www.davmembersportal.org/chapters/VA/27,,,,,,27,"Thursday, 6:30PM","3019 Portsmouth Blvd, Portsmouth, VA 23704",,
DAV Chapter 28 - Southside Comm #28,dav-chapter-28-va,local,Chapter 28,dav,DAV,world-war-1,World War I,VA,virginia,Nottoway County,nottoway-county,va_51135,1019 Mt. Nebo Rd,Nottoway,23824,,,false,434-294-3916,,http://www.davmembersportal.org/chapters/VA/28,,,,,,28,"First, Tuesday, 6:00PM","1019 Mt. Nebo Rd, Nottoway, VA 23824",,
DAV Chapter 30 - Skyline #30,dav-chapter-30-va,local,Chapter 30,dav,DAV,world-war-1,World War I,VA,virginia,Waynesboro City,waynesboro-city,va_51820,215 5th Street,Waynesboro,22980,38.0635266,-78.9396537,true,540-324-2928,,http://www.davmembersportal.org/chapters/VA/30,,,,,,30,"Second, Tuesday, 7:00PM","215 5th Street, Waynesboro, VA 22980",,
DAV Chapter 31 - Tazewell County #31,dav-chapter-31-va,local,Chapter 31,dav,DAV,world-war-1,World War I,VA,virginia,Tazewell County,tazewell-county,va_51185,1851 Cranwell Dr,Richlands,24641,37.0931692,-81.7937271,true,276-971-0578,,http://www.davmembersportal.org/chapters/VA/31,,,,,,31,"Second, Monday, 12:30PM","1851 Cranwell Dr, Richlands, VA 24641",,
DAV Chapter 33 - Charlottesville #33,dav-chapter-33-va,local,Chapter 33,dav,DAV,world-war-1,World War I,VA,virginia,Charlottesville City,charlottesville-city,va_51540,3025 Louisa Rd.,Keswick,22906,,,false,434-823-7400,,http://www.davmembersportal.org/chapters/VA/33,,,,,,33,"Second, Sunday, 2:00PM","3025 Louisa Rd., Keswick, VA 22906",,
DAV Chapter 34 - Patrick Henry #34,dav-chapter-34-va,local,Chapter 34,dav,DAV,world-war-1,World War I,VA,virginia,,,va_unknown,"Ste 106, 151 Kristiansand Dr",Williamsburg,23188,,,false,248-918-8355,,http://www.davmembersportal.org/chapters/VA/34,,,,,,34,"Second, Saturday, 9:00AM","Ste 106, 151 Kristiansand Dr, Williamsburg, VA 23188",,
DAV Chapter 35 - Clintwood #35,dav-chapter-35-va,local,Chapter 35,dav,DAV,world-war-1,World War I,VA,virginia,Dickenson County,dickenson-county,va_51051,270 Robbins Ln,Clintwood,24228,,,false,276-835-8108,,http://www.davmembersportal.org/chapters/VA/35,,,,,,35,"2nd Monday, 7:00 PM","270 Robbins Ln, Clintwood, VA 24228",defunct,2026-04-29
